filename,file_path,fault,condition,channel_a,channel_b,correlation,channel_1_2_correlation
BF_1200.csv,data/raw/dataset_5/Bearing Dataset/BF_1200.csv,BRG_BF,1200rpm,Channel_1,Channel_2,0.2157598747486954,0.2157598747486954
BF_1200.csv,data/raw/dataset_5/Bearing Dataset/BF_1200.csv,BRG_BF,1200rpm,Channel_1,Channel_3,-0.3394073048720321,
BF_1200.csv,data/raw/dataset_5/Bearing Dataset/BF_1200.csv,BRG_BF,1200rpm,Channel_2,Channel_3,-0.2516780190967918,
BF_1800.csv,data/raw/dataset_5/Bearing Dataset/BF_1800.csv,BRG_BF,1800rpm,Channel_1,Channel_2,-0.03257645281319708,-0.03257645281319708
BF_1800.csv,data/raw/dataset_5/Bearing Dataset/BF_1800.csv,BRG_BF,1800rpm,Channel_1,Channel_3,-0.15524100842478517,
BF_1800.csv,data/raw/dataset_5/Bearing Dataset/BF_1800.csv,BRG_BF,1800rpm,Channel_2,Channel_3,-0.11755170507853274,
BF_200-2400-200.csv,data/raw/dataset_5/Bearing Dataset/BF_200-2400-200.csv,BRG_BF,200-2400-200,Channel_1,Channel_2,-0.06832913873776027,-0.06832913873776027
BF_200-2400-200.csv,data/raw/dataset_5/Bearing Dataset/BF_200-2400-200.csv,BRG_BF,200-2400-200,Channel_1,Channel_3,-0.140810103091094,
BF_200-2400-200.csv,data/raw/dataset_5/Bearing Dataset/BF_200-2400-200.csv,BRG_BF,200-2400-200,Channel_2,Channel_3,-0.07007200553729961,
BF_2400.csv,data/raw/dataset_5/Bearing Dataset/BF_2400.csv,BRG_BF,2400rpm,Channel_1,Channel_2,-0.17417614309563875,-0.17417614309563875
BF_2400.csv,data/raw/dataset_5/Bearing Dataset/BF_2400.csv,BRG_BF,2400rpm,Channel_1,Channel_3,-0.07327043166513826,
BF_2400.csv,data/raw/dataset_5/Bearing Dataset/BF_2400.csv,BRG_BF,2400rpm,Channel_2,Channel_3,-0.05353102007034278,
CF_1200.csv,data/raw/dataset_5/Bearing Dataset/CF_1200.csv,BRG_CF,1200rpm,Channel_1,Channel_2,0.2051399710089664,0.2051399710089664
CF_1200.csv,data/raw/dataset_5/Bearing Dataset/CF_1200.csv,BRG_CF,1200rpm,Channel_1,Channel_3,-0.30158498994687005,
CF_1200.csv,data/raw/dataset_5/Bearing Dataset/CF_1200.csv,BRG_CF,1200rpm,Channel_2,Channel_3,-0.09422219589563761,
CF_1800.csv,data/raw/dataset_5/Bearing Dataset/CF_1800.csv,BRG_CF,1800rpm,Channel_1,Channel_2,0.11073323391551763,0.11073323391551763
CF_1800.csv,data/raw/dataset_5/Bearing Dataset/CF_1800.csv,BRG_CF,1800rpm,Channel_1,Channel_3,-0.2631131090716405,
CF_1800.csv,data/raw/dataset_5/Bearing Dataset/CF_1800.csv,BRG_CF,1800rpm,Channel_2,Channel_3,-0.11843108226085305,
CF_200-2400-200.csv,data/raw/dataset_5/Bearing Dataset/CF_200-2400-200.csv,BRG_CF,200-2400-200,Channel_1,Channel_2,0.07362504221602291,0.07362504221602291
CF_200-2400-200.csv,data/raw/dataset_5/Bearing Dataset/CF_200-2400-200.csv,BRG_CF,200-2400-200,Channel_1,Channel_3,-0.2767885673851081,
CF_200-2400-200.csv,data/raw/dataset_5/Bearing Dataset/CF_200-2400-200.csv,BRG_CF,200-2400-200,Channel_2,Channel_3,-0.11578732210040772,
CF_2400.csv,data/raw/dataset_5/Bearing Dataset/CF_2400.csv,BRG_CF,2400rpm,Channel_1,Channel_2,0.027526824816293993,0.027526824816293993
CF_2400.csv,data/raw/dataset_5/Bearing Dataset/CF_2400.csv,BRG_CF,2400rpm,Channel_1,Channel_3,-0.25519143576264963,
CF_2400.csv,data/raw/dataset_5/Bearing Dataset/CF_2400.csv,BRG_CF,2400rpm,Channel_2,Channel_3,-0.08585845568028357,
IF+OF_1200.csv,data/raw/dataset_5/Bearing Dataset/IF+OF_1200.csv,BRG_IO,1200rpm,Channel_1,Channel_2,0.19910262576309062,0.19910262576309062
IF+OF_1200.csv,data/raw/dataset_5/Bearing Dataset/IF+OF_1200.csv,BRG_IO,1200rpm,Channel_1,Channel_3,-0.050816737256693764,
IF+OF_1200.csv,data/raw/dataset_5/Bearing Dataset/IF+OF_1200.csv,BRG_IO,1200rpm,Channel_2,Channel_3,0.03788517053758368,
IF+OF_1800.csv,data/raw/dataset_5/Bearing Dataset/IF+OF_1800.csv,BRG_IO,1800rpm,Channel_1,Channel_2,0.2518958853008463,0.2518958853008463
IF+OF_1800.csv,data/raw/dataset_5/Bearing Dataset/IF+OF_1800.csv,BRG_IO,1800rpm,Channel_1,Channel_3,-0.09948916401418739,
IF+OF_1800.csv,data/raw/dataset_5/Bearing Dataset/IF+OF_1800.csv,BRG_IO,1800rpm,Channel_2,Channel_3,-0.05253816140373385,
IF+OF_200-2400-200.csv,data/raw/dataset_5/Bearing Dataset/IF+OF_200-2400-200.csv,BRG_IO,200-2400-200,Channel_1,Channel_2,0.1521837010180565,0.1521837010180565
IF+OF_200-2400-200.csv,data/raw/dataset_5/Bearing Dataset/IF+OF_200-2400-200.csv,BRG_IO,200-2400-200,Channel_1,Channel_3,-0.0831965121807257,
