filename,file_path,fault,condition,channel_a,channel_b,correlation,channel_1_2_correlation
B_L0_VS_0_40_0.txt,data/raw/dataset_8/B_L0_VS_0_40_0.txt,GBX_BT,L0_VS_0_40,Channel_1,Channel_2,-0.00827219306998025,-0.00827219306998025
B_L0_VS_0_40_0.txt,data/raw/dataset_8/B_L0_VS_0_40_0.txt,GBX_BT,L0_VS_0_40,Channel_1,Channel_3,-0.0030870146886801124,
B_L0_VS_0_40_0.txt,data/raw/dataset_8/B_L0_VS_0_40_0.txt,GBX_BT,L0_VS_0_40,Channel_1,Channel_4,0.004169374847384747,
B_L0_VS_0_40_0.txt,data/raw/dataset_8/B_L0_VS_0_40_0.txt,GBX_BT,L0_VS_0_40,Channel_2,Channel_3,-0.18698598819607917,
B_L0_VS_0_40_0.txt,data/raw/dataset_8/B_L0_VS_0_40_0.txt,GBX_BT,L0_VS_0_40,Channel_2,Channel_4,-0.20847660835429926,
B_L0_VS_0_40_0.txt,data/raw/dataset_8/B_L0_VS_0_40_0.txt,GBX_BT,L0_VS_0_40,Channel_3,Channel_4,-0.46148305422438923,
B_L1_VS_0_40_0.txt,data/raw/dataset_8/B_L1_VS_0_40_0.txt,GBX_BT,L1_VS_0_40,Channel_1,Channel_2,-0.00790497798045483,-0.00790497798045483
B_L1_VS_0_40_0.txt,data/raw/dataset_8/B_L1_VS_0_40_0.txt,GBX_BT,L1_VS_0_40,Channel_1,Channel_3,-0.003306810441196243,
B_L1_VS_0_40_0.txt,data/raw/dataset_8/B_L1_VS_0_40_0.txt,GBX_BT,L1_VS_0_40,Channel_1,Channel_4,0.00508762579469353,
B_L1_VS_0_40_0.txt,data/raw/dataset_8/B_L1_VS_0_40_0.txt,GBX_BT,L1_VS_0_40,Channel_2,Channel_3,-0.12109720209607829,
B_L1_VS_0_40_0.txt,data/raw/dataset_8/B_L1_VS_0_40_0.txt,GBX_BT,L1_VS_0_40,Channel_2,Channel_4,-0.18916483468968498,
B_L1_VS_0_40_0.txt,data/raw/dataset_8/B_L1_VS_0_40_0.txt,GBX_BT,L1_VS_0_40,Channel_3,Channel_4,-0.5606190544016586,
B_L2_VS_0_40_0.txt,data/raw/dataset_8/B_L2_VS_0_40_0.txt,GBX_BT,L2_VS_0_40,Channel_1,Channel_2,-0.00718002490355945,-0.00718002490355945
B_L2_VS_0_40_0.txt,data/raw/dataset_8/B_L2_VS_0_40_0.txt,GBX_BT,L2_VS_0_40,Channel_1,Channel_3,-0.0035954776084014804,
B_L2_VS_0_40_0.txt,data/raw/dataset_8/B_L2_VS_0_40_0.txt,GBX_BT,L2_VS_0_40,Channel_1,Channel_4,0.005148161124268435,
B_L2_VS_0_40_0.txt,data/raw/dataset_8/B_L2_VS_0_40_0.txt,GBX_BT,L2_VS_0_40,Channel_2,Channel_3,-0.05441014114006545,
B_L2_VS_0_40_0.txt,data/raw/dataset_8/B_L2_VS_0_40_0.txt,GBX_BT,L2_VS_0_40,Channel_2,Channel_4,-0.2512816996948314,
B_L2_VS_0_40_0.txt,data/raw/dataset_8/B_L2_VS_0_40_0.txt,GBX_BT,L2_VS_0_40,Channel_3,Channel_4,-0.6025184065178608,
B_L3_VS_0_40_0.txt,data/raw/dataset_8/B_L3_VS_0_40_0.txt,GBX_BT,L3_VS_0_40,Channel_1,Channel_2,-0.009015110164686624,-0.009015110164686624
B_L3_VS_0_40_0.txt,data/raw/dataset_8/B_L3_VS_0_40_0.txt,GBX_BT,L3_VS_0_40,Channel_1,Channel_3,-0.004502061734540822,
B_L3_VS_0_40_0.txt,data/raw/dataset_8/B_L3_VS_0_40_0.txt,GBX_BT,L3_VS_0_40,Channel_1,Channel_4,0.007276523315875579,
B_L3_VS_0_40_0.txt,data/raw/dataset_8/B_L3_VS_0_40_0.txt,GBX_BT,L3_VS_0_40,Channel_2,Channel_3,-0.11282328647855777,
B_L3_VS_0_40_0.txt,data/raw/dataset_8/B_L3_VS_0_40_0.txt,GBX_BT,L3_VS_0_40,Channel_2,Channel_4,-0.22052832239654072,
B_L3_VS_0_40_0.txt,data/raw/dataset_8/B_L3_VS_0_40_0.txt,GBX_BT,L3_VS_0_40,Channel_3,Channel_4,-0.6341603787416971,
B_L4_VS_0_40_0.txt,data/raw/dataset_8/B_L4_VS_0_40_0.txt,GBX_BT,L4_VS_0_40,Channel_1,Channel_2,-0.007685418270308095,-0.007685418270308095
B_L4_VS_0_40_0.txt,data/raw/dataset_8/B_L4_VS_0_40_0.txt,GBX_BT,L4_VS_0_40,Channel_1,Channel_3,-0.004724380596637911,
B_L4_VS_0_40_0.txt,data/raw/dataset_8/B_L4_VS_0_40_0.txt,GBX_BT,L4_VS_0_40,Channel_1,Channel_4,0.007846327556360598,
B_L4_VS_0_40_0.txt,data/raw/dataset_8/B_L4_VS_0_40_0.txt,GBX_BT,L4_VS_0_40,Channel_2,Channel_3,-0.15818802388372558,
B_L4_VS_0_40_0.txt,data/raw/dataset_8/B_L4_VS_0_40_0.txt,GBX_BT,L4_VS_0_40,Channel_2,Channel_4,-0.2801612673103231,
B_L4_VS_0_40_0.txt,data/raw/dataset_8/B_L4_VS_0_40_0.txt,GBX_BT,L4_VS_0_40,Channel_3,Channel_4,-0.570762745237908,
B_20_0.txt,data/raw/dataset_8/B_20_0.txt,GBX_BT,spd20hz,Channel_1,Channel_2,0.001177879977214318,0.001177879977214318
B_20_0.txt,data/raw/dataset_8/B_20_0.txt,GBX_BT,spd20hz,Channel_1,Channel_3,-0.00021868294235032716,
B_20_0.txt,data/raw/dataset_8/B_20_0.txt,GBX_BT,spd20hz,Channel_1,Channel_4,0.022593592903876154,
B_20_0.txt,data/raw/dataset_8/B_20_0.txt,GBX_BT,spd20hz,Channel_2,Channel_3,0.4473009395127822,
B_20_0.txt,data/raw/dataset_8/B_20_0.txt,GBX_BT,spd20hz,Channel_2,Channel_4,-0.4888673221866343,
B_20_0.txt,data/raw/dataset_8/B_20_0.txt,GBX_BT,spd20hz,Channel_3,Channel_4,-0.6674895279690515,
B_20_1.txt,data/raw/dataset_8/B_20_1.txt,GBX_BT,spd20hz,Channel_1,Channel_2,0.006797492821116734,0.006797492821116734
B_20_1.txt,data/raw/dataset_8/B_20_1.txt,GBX_BT,spd20hz,Channel_1,Channel_3,0.0016260883589090554,
B_20_1.txt,data/raw/dataset_8/B_20_1.txt,GBX_BT,spd20hz,Channel_1,Channel_4,0.023385285582644993,
B_20_1.txt,data/raw/dataset_8/B_20_1.txt,GBX_BT,spd20hz,Channel_2,Channel_3,0.4027938575442289,
B_20_1.txt,data/raw/dataset_8/B_20_1.txt,GBX_BT,spd20hz,Channel_2,Channel_4,-0.3991594380143824,
B_20_1.txt,data/raw/dataset_8/B_20_1.txt,GBX_BT,spd20hz,Channel_3,Channel_4,-0.6645449615396078,
B_20_2.txt,data/raw/dataset_8/B_20_2.txt,GBX_BT,spd20hz,Channel_1,Channel_2,0.004477531156335467,0.004477531156335467
B_20_2.txt,data/raw/dataset_8/B_20_2.txt,GBX_BT,spd20hz,Channel_1,Channel_3,-0.0005012873411220686,
B_20_2.txt,data/raw/dataset_8/B_20_2.txt,GBX_BT,spd20hz,Channel_1,Channel_4,0.02643235359735772,
B_20_2.txt,data/raw/dataset_8/B_20_2.txt,GBX_BT,spd20hz,Channel_2,Channel_3,0.17190799906365037,
B_20_2.txt,data/raw/dataset_8/B_20_2.txt,GBX_BT,spd20hz,Channel_2,Channel_4,-0.2765073459253011,
B_20_2.txt,data/raw/dataset_8/B_20_2.txt,GBX_BT,spd20hz,Channel_3,Channel_4,-0.6453301096427865,
B_20_3.txt,data/raw/dataset_8/B_20_3.txt,GBX_BT,spd20hz,Channel_1,Channel_2,0.003475572961675866,0.003475572961675866
