filename,file_path,file_size_mb,channel,channel_idx,raw_name,fault,coarse_fault,fault_label,condition,split,n_channels_catalog,n_channels_loaded,original_length,sampled_length,sampled_for_stats,length,missing_count,finite_count,mean,std,min,max,median,rms,peak_to_peak,skewness,kurtosis,max_abs,crest_factor
teeth_break_H_speed_circulation_10Nm-1000rpm.csv,data/raw/dataset_4/teeth_break_H_speed_circulation_10Nm-1000rpm.csv,76.671,Channel_1,0,teeth_break_H_speed_circulation_10Nm-1000rpm,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,modespeed_load10Nm_1000rpm,,1,8,767999,767999,False,767999,0,767999,0.41983398139729333,1.1509147851367028,-0.33056855,3.99891376,0.00443697,1.2250981244709198,4.32948231,2.408905197487407,3.813630039340362,3.99891376,3.264157931616295
teeth_break_H_speed_circulation_10Nm-1000rpm.csv,data/raw/dataset_4/teeth_break_H_speed_circulation_10Nm-1000rpm.csv,76.671,Channel_2,1,teeth_break_H_speed_circulation_10Nm-1000rpm,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,modespeed_load10Nm_1000rpm,,1,8,767999,767999,False,767999,0,767999,1.2545705465514279,0.16240464151141148,-0.05743505,1.6255915,1.2851059500000002,1.2650385463924798,1.6830265500000001,-4.672025163194015,30.386383977477536,1.6255915,1.2850134129396389
teeth_break_H_speed_circulation_10Nm-1000rpm.csv,data/raw/dataset_4/teeth_break_H_speed_circulation_10Nm-1000rpm.csv,76.671,Channel_3,2,teeth_break_H_speed_circulation_10Nm-1000rpm,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,modespeed_load10Nm_1000rpm,,1,8,767999,767999,False,767999,0,767999,-0.009852541933908767,0.16800320624585247,-1.1916876,1.0896325,-0.0099300999999999,0.16829185925482507,2.2813201000000003,-0.017924074103098847,4.232363751137861,1.1916876,7.081076917663404
teeth_break_H_speed_circulation_10Nm-1000rpm.csv,data/raw/dataset_4/teeth_break_H_speed_circulation_10Nm-1000rpm.csv,76.671,Channel_4,3,teeth_break_H_speed_circulation_10Nm-1000rpm,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,modespeed_load10Nm_1000rpm,,1,8,767999,767999,False,767999,0,767999,0.005131125362012188,0.07524645798494893,-0.4656791999999999,0.4592061,0.0050902,0.0754212031643713,0.9248852999999999,0.031258781085380515,1.8058644708441713,0.4656791999999999,6.174380419059465
teeth_break_H_speed_circulation_10Nm-1000rpm.csv,data/raw/dataset_4/teeth_break_H_speed_circulation_10Nm-1000rpm.csv,76.671,Channel_5,4,teeth_break_H_speed_circulation_10Nm-1000rpm,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,modespeed_load10Nm_1000rpm,,1,8,767999,767999,False,767999,0,767999,0.004376110096237105,0.12204561586623652,-0.8498192,0.9117246,0.00453,0.12212404632890014,1.7615438,-0.03163053613829,2.7548485245427097,0.9117246,7.465561676072996
teeth_break_H_speed_circulation_10Nm-1000rpm.csv,data/raw/dataset_4/teeth_break_H_speed_circulation_10Nm-1000rpm.csv,76.671,Channel_6,5,teeth_break_H_speed_circulation_10Nm-1000rpm,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,modespeed_load10Nm_1000rpm,,1,8,767999,767999,False,767999,0,767999,-0.0009028521370470534,0.3048898019313217,-2.0536184,2.042675,-0.0007271999999999,0.30489113870970724,4.0962934,-0.04784719834652381,3.1062128687091484,2.0536184,6.735579160125377
teeth_break_H_speed_circulation_10Nm-1000rpm.csv,data/raw/dataset_4/teeth_break_H_speed_circulation_10Nm-1000rpm.csv,76.671,Channel_7,6,teeth_break_H_speed_circulation_10Nm-1000rpm,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,modespeed_load10Nm_1000rpm,,1,8,767999,767999,False,767999,0,767999,-0.007599079628358891,0.27556478308985444,-1.8219113,2.2059083,-0.0082731,0.27566954073774025,4.0278196,0.12634690520677913,2.885906844932256,2.2059083,8.002002303542861
teeth_break_H_speed_circulation_10Nm-1000rpm.csv,data/raw/dataset_4/teeth_break_H_speed_circulation_10Nm-1000rpm.csv,76.671,Channel_8,7,teeth_break_H_speed_circulation_10Nm-1000rpm,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,modespeed_load10Nm_1000rpm,,1,8,767999,767999,False,767999,0,767999,0.0076910022100289185,0.11366769349400747,-0.7768273000000001,0.7518053,0.0078201,0.11392759129922087,1.5286326000000001,-0.047646851702489314,2.4415454324805115,0.7768273000000001,6.818605494429625
teeth_break_L_speed_circulation_10Nm-1000rpm.csv,data/raw/dataset_4/teeth_break_L_speed_circulation_10Nm-1000rpm.csv,76.611,Channel_1,0,teeth_break_L_speed_circulation_10Nm-1000rpm,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,modespeed_load10Nm_1000rpm,,1,8,767999,767999,False,767999,0,767999,0.4126765690993477,1.1424771756858456,-0.32568455,3.99057746,0.00427127,1.2147246797718054,4.31626201,2.4391643610204246,3.9604012658916474,3.99057746,3.2851703159185486
teeth_break_L_speed_circulation_10Nm-1000rpm.csv,data/raw/dataset_4/teeth_break_L_speed_circulation_10Nm-1000rpm.csv,76.611,Channel_2,1,teeth_break_L_speed_circulation_10Nm-1000rpm,GBX_BT,GBX_TOOTH_DAMAGE,Gear_Broken_Tooth,modespeed_load10Nm_1000rpm,,1,8,767999,767999,False,767999,0,767999,1.2285384936136636,0.20416784546420688,-0.0612855,1.6039133,1.27002595,1.2453880276492244,1.6651988000000002,-4.683391682910634,24.979277796363675,1.6039133,1.2878823823507624
