,mean,mean,mean,mean,std,std,std,std,rms,rms,rms,rms,peak_to_peak,peak_to_peak,peak_to_peak,peak_to_peak,skewness,skewness,skewness,skewness,kurtosis,kurtosis,kurtosis,kurtosis,max_abs,max_abs,max_abs,max_abs,crest_factor,crest_factor,crest_factor,crest_factor
,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max,mean,std,min,max
channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel_1,0.42435964267386306,0.040029244994628586,-0.1017972712309781,0.552307427530049,1.155723656960949,0.04160403772086087,0.5941695441211924,1.2946043272722323,1.2315776451968197,0.04820593236376113,0.6028267840692373,1.4074955981092263,4.317586681625,0.02346661234189429,4.29984093,4.66937542,2.392383809056269,0.23447991029109483,1.9375237419258375,5.857677503970279,3.809705435187716,1.9628646757346795,1.760563016162764,33.69059729764694,3.989004549041667,0.005340014153349916,3.97363901,4.00251245,3.2474102948494386,0.22619549699669478,2.8370027837842837,6.595931874757767
Channel_2,2.00903895776229,0.881570890085804,0.1863869750396811,3.5598883841672326,0.487276753400101,0.32789876791572076,0.0437290383580475,1.3068630738063405,2.0863474785543743,0.897320427435512,0.3913667951105187,3.575265916359257,2.6250807340416666,0.978560255207706,0.6117046,4.0963292,-3.158116684191154,2.7081463171392275,-7.940086215818936,1.3750391073753394,20.55616759649641,24.374450848799082,-1.374915490280382,77.63364847710554,2.629816015666667,0.9704595454133198,0.6749809,4.01795505,1.3088788348265443,0.2049590978433061,1.088993963782382,3.490583820979198
Channel_3,-0.009635316398214284,0.000978121180335645,-0.0099514809468501,0.0021967934940019,0.4617666932944937,0.23065327342577077,0.0582363189136595,0.9019806889773108,0.46190620165589885,0.2305769237772787,0.0582434042372814,0.9020343852538216,4.775596509750001,2.061646064642518,0.55184364,8.606565,0.036348842677169514,0.03711033863268692,-0.0247286960948502,0.1506193043313537,1.295819877688787,1.4903720747948255,-0.0035977212659408,5.3219512662950965,2.46960568475,1.077363263421157,0.27989864,4.4842005,5.692227294967325,1.0738844838829418,4.361409591574262,9.91263251326306
Channel_4,0.021710757650033406,0.2218128234124268,0.0005805179590468,3.3959530249086263,0.3894657077900247,0.7393182636867304,0.0352480506452064,10.468148518147292,0.3919291866105743,0.7709297950512177,0.0352528307429036,11.005209236783074,4.03488863425,4.282932292167378,0.36031962,43.1497812,0.05617590725667732,0.5322025667464736,-0.0294654362036096,7.778121030105346,1.2300631588877253,3.8013764880278047,-0.0704137421301296,58.59237295693072,2.2157391652083334,3.6570687687362313,0.18129945,39.8664951,5.972859015329351,0.8978849236555825,3.6215841009898297,9.855008013730895
Channel_5,0.004408428525279986,0.000278032566813242,0.0004818993314704,0.0050588262657894,1.1850966421107203,0.9906701312920558,0.1152392948884035,3.376594998238355,1.185121904890028,0.9906496722092493,0.115322863886336,3.376597871917199,12.04539784775,8.680137920392323,1.32329226,29.4111133,-0.006633784963138629,0.0165010787572093,-0.0487509767322128,0.0824525249600938,1.2224078833939587,1.0807038116472694,-0.3463242699952871,4.262946131908681,6.143822695791667,4.4025381127056935,0.68535209,14.9146438,5.934493476473202,1.234093068624403,3.7132237760017928,9.897871928620642
Channel_6,-0.0008800462466329799,0.0001108558713666879,-0.0010535537972054,-6.361247397457542e-05,1.559174164509822,1.0801981452722482,0.1443656441379675,4.713039656434312,1.5591746311732824,1.0801978345434273,0.1443691520025269,4.713039745610454,14.546621994333332,8.278241540887935,1.4052391,39.6013379,-0.03873519524149069,0.12079479791458497,-0.7163421591094697,0.2912609572867867,1.1011993676985852,1.2611280081921747,-0.7944730780834663,10.69138697313895,7.490684935458333,4.24129763992638,0.7447958,20.1187849,5.375575307742585,1.2866136177616683,2.9474590830468994,13.563193382672653
Channel_7,-0.007572135704510309,0.00045153697715410464,-0.0078533828178161,-0.000744570422201,1.4236477469545172,0.9445489535919415,0.1611185296895113,4.232626708036745,1.4236875842523409,0.9445192438550168,0.1612941800178837,4.232633617990459,13.1092694365,7.653631357677682,1.7365098,33.566272299999994,-0.09061652659518457,0.2695860604414246,-1.0601793534237631,0.2848145273679612,0.9715925082365114,1.2919529959984526,-0.7113545594402995,7.847015944004305,6.9803332065833334,4.074151687552365,0.8729458,19.399941,5.592704211152897,1.5680261260973982,3.486896997108053,13.122390030291278
Channel_8,0.0077496967785598845,0.00047183510661128153,0.0008261324528287,0.0084730270178737,0.683684389768581,0.4319762900222072,0.0741075876188635,1.5602728411701932,0.6837715976230274,0.4319077389777981,0.0745077652761444,1.560291628435729,6.662518399666666,3.9050670064090385,0.7294773999999999,19.3504096,-0.03588681597271469,0.14842703722165915,-0.4547997892990701,0.427300195156451,1.017752540381646,1.132527329475438,-0.6149125164611862,8.71308602291241,3.4827457204166667,2.058874262039898,0.3697395,10.6204629,5.661123905999791,1.397689543813399,3.227261965436733,13.129163431432458
